arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,1.9136904761904763,-3.3382339432568875,7.16561489563784,2.788690476190478,-2.4632339432568857,8.040614895637841,0.8750000000000016,-6.4679333678975555,8.217933367897558,0.8074775279293898,0.08640376327568892,8
CC,6,2.7817460317460325,-3.286144729390358,8.849636792882423,0.6984126984127004,-5.369478062723691,6.766303459549092,-2.083333333333332,-10.562222446527613,6.395555779860949,0.6160932528091201,-0.21008255008962412,6
