arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,0.47817460317460325,-2.7126257776541456,3.668974984003352,2.2281746031746024,-0.9626257776541465,5.418974984003351,1.749999999999999,-1.5038519882951953,5.003851988295193,0.27738529506551,0.3858387328635861,8
CC,6,0.6957671957671958,-2.9917208845684775,4.383255276102869,-0.8042328042328042,-4.491720884568478,2.883255276102869,-1.5000000000000002,-5.2572246426908595,2.2572246426908595,0.417361564272142,-0.3468729675471602,6
