arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,1.4355158730158732,-2.733541054657115,5.604572800688862,0.5605158730158732,-3.608541054657115,4.729572800688862,-0.8749999999999999,-6.760935252696426,5.010935252696426,0.7612108190637161,-0.10920753870058758,8
CC,6,2.0859788359788363,-2.730752456021783,6.902710127979455,1.5026455026455026,-3.3140857893551168,6.3193767946461215,-0.5833333333333333,-7.379825938487312,6.213159271820646,0.8606308305639301,-0.05385061502863889,6
