arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,0.6327392901813617,0.3235027139414496,0.9419758664212737,-0.14134404315196922,-0.4505806193918812,0.1678925330879428,-0.7740833333333309,-1.188093803994758,-0.3600728626719039,0.0008482916794008144,-1.1723490149634255,8
CC,5,0.21908380237648367,-0.17208853805635282,0.6102561428093202,0.439483802376486,0.04831146194364949,0.8306561428093224,0.22040000000000226,-0.3032864249793683,0.7440864249793728,0.391348781033809,0.6676632099053436,5
