arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,0.08771155603655537,-0.11418886215157772,0.28961197422468843,-0.11627177729677898,-0.31817219548491205,0.08562864089135411,-0.20398333333333435,-0.489029282468634,0.08106261580196528,0.15234538326214242,-0.44349030394961864,8
CC,6,-0.046913387846721,-0.28017958666008297,0.18635281096664097,0.03280681417348047,-0.20045938463988155,0.2660730129868425,0.07972020202020147,-0.24942250890915363,0.40886291294955657,0.6211042140355922,0.24734938350939048,6
