arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,8,0.5415849479788508,0.1416186602852998,0.9415512356724018,-0.028515052021150178,-0.4284813397147013,0.37145123567240096,-0.5701000000000009,-1.1357037369942926,-0.004496263005709156,0.04836310553692291,-0.6250919654303245,8
CC,5,0.1677816589914135,-0.33815837482244904,0.673721692805276,0.42562408323383955,-0.08031595058002289,0.931564117047702,0.2578424242424261,-0.4575960005594939,0.9732808490443461,0.4618771228138341,0.5568065460953319,5
