arm,n_participants,HS1_adj_mean,HS2_adj_mean,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,HS1_ci_lo,HS1_ci_hi,HS2_ci_lo,HS2_ci_hi
FR,7,1.4505124145299158,0.7386179700854765,-0.7118944444444394,-1.580370498157726,0.15658160926884734,0.10300767500415131,-0.5083652190116777,0.8360438391429917,2.06498098991684,0.12414939469855257,1.3530865454724004
CC,6,0.11439894230768904,0.5667419978632404,0.4523430555555513,-0.48571829559317337,1.390404406704276,0.3273676255882847,0.5741748618120496,-0.5493683483426144,0.7781662329579926,-0.09702529278706307,1.2305092885135438
