arm,n_participants,HS1_adj_mean,HS1_ci_lo,HS1_ci_hi,HS2_adj_mean,HS2_ci_lo,HS2_ci_hi,delta_HS2_minus_HS1,delta_ci_lo,delta_ci_hi,p_within_arm,dz_within_arm,n_dd
FR,7,0.3202259201116363,0.1848659636801643,0.45558587654310834,0.10776333507762127,-0.027596621353850728,0.2431232915090933,-0.21246258503401505,-0.3836373611008161,-0.04128780896721401,0.01741687911988521,-1.2021490520427618,7
CC,6,-0.019985795685796393,-0.16620852517951196,0.12623693380791917,0.09045864875864808,-0.055764080735067514,0.23668137825236368,0.11044444444444446,-0.07444544518838372,0.2953343340772726,0.22783410267061477,0.4271508108208868,6
